timestamp,x,y,yaw
1669052102125754117,2.1562613495619453e-06,8.928864857083169e-07,1.848434e-06
1669052102250977993,1.2371271265577262e-05,6.182165194623122e-05,7.387057e-06
1669052102313285112,-7.593848416365687e-05,0.00016674351213289229,1.1774697e-05
1669052102375726938,-0.03504095172848547,-0.0022166936763614344,-0.00011988847338109482
1669052102438330888,-0.03495395258502405,-0.002273006299727589,-0.00012224156938109483
1669052102518338918,-0.035006666958197395,-0.002260223210482881,-0.00012343405738109484
1669052102563513040,-0.05626679748439972,-0.0009363804471341975,-7.727844536754905e-05
1669052102625726938,-0.05623205552014108,-0.0009536667996220173,-8.106992736754905e-05
1669052102688292026,-0.056282692704195565,-0.0009521239983147158,-7.935242536754905e-05
1669052102751710891,-0.06477547100217429,-0.0018990971895560488,-0.00015070779127575838
1669052102813184022,-0.06475067673134492,-0.0018963367470191388,-0.00014815952727575838
1669052102875926971,-0.06477512166443614,-0.0019117028782486248,-0.00014973839227575838
1669052102938580989,-0.06489564593697739,-0.0021514159750553323,-0.00019288086227575837
1669052103000790119,-0.0675679528993983,-0.0018201174974890595,-0.00020002939582999352
1669052103063431024,-0.06753003328276318,-0.0018122567827423093,-0.0001977142628299935
1669052103125663995,-0.06821310520867979,-0.0018530710870247463,-0.00020266533255147077
1669052103188585996,-0.0682315601095617,-0.0018607508824524833,-0.00020052899655147077
1669052103254491090,-0.06819274183641844,-0.0018628469362426286,-0.00019913379955147076
1669052103313213109,-0.06822483630191434,-0.0018581958208297776,-0.00020239539955147076
1669052103376138925,-0.06870001897231287,-0.0017251930639608848,-0.0002058163347470438
1669052103438312053,-0.06868857946528543,-0.0017185714866764985,-0.0002073249007470438
1669052103500825881,-0.06872766901285239,-0.0016815441506036828,-0.0002047131297470438
1669052103563262939,-0.06889685582448943,-0.001672851283021271,-0.0002063838623694676
1669052103626071929,-0.068866796910904,-0.0016870858429046953,-0.0002067809566694676
1669052103688316106,-0.06884491977559762,-0.0016736119296772362,-0.0002063496036694676
1669052103752681016,-0.07057888768642162,0.06638576390033629,-0.00019116264699456457
1669052103813338994,-0.07059880207330446,0.06637602490358037,-0.00019300153999456457
1669052103875777006,-0.0706039250145136,0.0664053066253632,-0.00019463105699456457
1669052103938822031,-0.07065602582791687,0.06638238809017184,-0.00019849172099456458
1669052104001384019,-0.07134974758247375,0.09814877070748496,-0.00020935771219889978
1669052104063456058,-0.07136817701536109,0.09814992006394811,-0.00020572678119889977
1669052104125756978,-0.07150984812813552,0.10423593451513039,-0.00020198473191369002
1669052104188689947,-0.07152847215044425,0.10423542130409014,-0.00020616716591369003
1669052104250946044,-0.07149942575208572,0.10423176946196719,-0.00020804134491369004
1669052104313308000,-0.07149419417380286,0.10423976987421266,-0.00020879459551369003
1669052104375839948,-0.1160683177237395,0.10660197364344776,-0.00020401143494475072
1669052104438237905,-0.11601176149398913,0.1066040805851929,-0.0002070960299447507
1669052104500932931,-0.11599079511529249,0.10660382038411567,-0.0002024423139447507
1669052104563360929,-0.1311675667826833,0.10738592609098022,-0.00020513232036187945
1669052104626188039,-0.13115254508423368,0.10738561885767794,-0.00020422699586187946
1669052104688399076,-0.13115641921376126,0.1073809722916921,-0.00020400383076187945
1669052104752156019,-0.1370064248120675,0.10773692115408835,-0.00020538346241139347
1669052104813843965,-0.13698996151697132,0.10772597296774802,-0.00020539526453139346
1669052104876013040,-0.13696692217007667,0.10772162804846706,-0.00020502607283139345
1669052104938488960,-0.13696692217009088,0.10772162804848749,-0.00020502607283120024
1669052105001189947,-0.13938970684836288,0.10784782338930272,-0.000200210596961682
1669052105063596963,-0.13943434631415744,0.1078594068127605,-0.000196796243961682
1669052105125885009,-0.14011129080923188,0.10789716193562773,-0.00019988450566824575
1669052105188515901,-0.14010580587210333,0.10790526232106759,-0.00019693945966824575
1669052105250808000,-0.1400958466391144,0.10791387956895658,-0.00019484146366824574
1669052105313410043,-0.14006054468759654,0.10791690098322876,-0.00019598507766824575
1669052105375745058,-0.140476850094061,0.10788682648017178,-0.00019817533285284197
1669052105438252925,-0.14047402926310582,0.1078675390112014,-0.00019810725592284197
1669052105500884056,-0.1404854613368532,0.10786865787199147,-0.00019709407392284198
1669052105563467025,-0.14054328004416125,0.10789297483801977,-0.00019819545888357062
1669052105625864982,-0.14052287279174652,0.10790731870024775,-0.00019761784508357062
1669052105688608884,-0.14051827542231682,0.10789277231953259,-0.0002016979360835706
1669052105751152992,-0.14060079238663942,0.10790508764279372,-0.00020047887871310263
1669052105813332080,-0.14060379148894625,0.10790229931320587,-0.00019921738971310262
1669052105876317977,-0.14057494191770603,0.1079118091089445,-0.00019512680871310262
1669052105938262939,-0.14062786105853808,0.10790931133688832,-0.00019804851320514942
1669052106000926971,-0.14066552539581745,0.10788622084738289,-0.00019883857380514943
1669052106063488006,-0.14064993959580357,0.10789213105063745,-0.00019312676280514943
1669052106125847101,-0.1406621101181004,0.10793067319480232,-0.0001874965408457625
1669052106188402891,-0.14066566159249635,0.10793759059937426,-0.0001882289761457625
1669052106250849008,-0.14068931009125552,0.10791492689881023,-0.0001981804591457625
1669052106313338041,-0.14071964762840253,0.10793090473965741,-0.0001991559402457625
1669052106375930070,-0.14065196056484866,0.10793502131474107,-0.00019675169630628759
1669052106438498973,-0.14067646044442203,0.1079195920808261,-0.00019740051580628758
1669052106500956058,-0.14062146275382892,0.1079213451963401,-0.00019736028373628758
1669052106563330888,-0.18325528161505808,0.10689520263985437,-0.0001913577670990402
1669052106625977993,-0.18329614787279644,0.1068999858647798,-0.0001872385060990402
1669052106688406944,-0.1832923552612791,0.106906763583382,-0.0001836881430990402
1669052106750951051,-0.19943484208773746,0.10650492430653388,-0.00018367376157974312
1669052106813312053,-0.19944766344419043,0.10651294028992006,-0.00018284852807974312
1669052106876457929,-0.19944420950812797,0.10651408476109639,-0.00018223948537974313
1669052106938570976,-0.1994442095081324,0.10651408476110172,-0.00018223948537941613
1669052107063396930,-0.2061306323532272,0.1063510575100061,-0.00018345582115600944
1669052107127118110,-0.20790377640931362,0.10630580536873296,-0.0001840898041257988
1669052107188366889,-0.20788250977740821,0.10630597046357322,-0.00018543137512579879
1669052107252070903,-0.20790734919530568,0.10630872580041477,-0.0001841735781257988
1669052107376446008,-0.2105448132656311,0.17217203439215018,-0.00022905474704628312
1669052107438502073,-0.2105673243558004,0.17216629846068796,-0.00022985633544628313
1669052107500931024,-0.21056787340061936,0.17216723630216696,-0.00022841153844628312
1669052107563412904,-0.21165501170372814,0.1997196306847739,-0.00025929061703676084
1669052107688936948,-0.2116594448500342,0.1997119291821448,-0.00026058908803676086
1669052107754270076,-0.21205333968275525,0.20956131609743817,-0.0002790996106611695
1669052107813374996,-0.2120601984126428,0.20959261024010414,-0.00027616827666116954
1669052107938605070,-0.21218315938886334,0.21389108760040593,-0.0002699512703913608
1669052108001164913,-0.21217745418591838,0.21389289591776608,-0.00027171422739136083
1669052108064001083,-0.21218326531432707,0.2138958616179466,-0.00027431927639136084
1669052108188455104,-0.21224653250426642,0.21606525514349978,-0.0002701708621937653
1669052108251633882,-0.21220321337166825,0.21607499186774767,-0.0002665746891937653
1669052108313437938,-0.21221355657081867,0.21606528611205175,-0.0002740476471937653
1669052108438584089,-0.21226535262313495,0.21691613626503345,-0.0002736870647242897
1669052108500801086,-0.21226514386268736,0.21691756477814228,-0.00027059476472428973
1669052108563333034,-0.21227041422020287,0.21723927778670302,-0.0002672244015045568
1669052108688523054,-0.21221502243234852,0.21723831611899527,-0.00026871064750455683
1669052108753825902,-0.21228150311761335,0.2173683915044766,-0.0002644149222907853
1669052108813519001,-0.21228479071084203,0.217365742306673,-0.0002655557642907853
1669052108938570022,-0.21227039694082372,0.2173861964178454,-0.0002634702422907853
1669052109000948905,-0.21229642147930725,0.21745098733200527,-0.00026062108386632913
1669052109063570022,-0.21229622428453832,0.21743820667814268,-0.00025917242186632915
1669052109125782966,-0.21225346820116361,0.21745372499038326,-0.0002634950441501181
1669052109251167058,-0.21227066706809433,0.21745200077925173,-0.0002662395161501181
1669052109313505887,-0.2122756878740603,0.21745971664217753,-0.0002666040755501181
1669052109375905990,-0.25389132307058054,0.21647270146714845,-0.00026053222136726204
1669052109500873088,-0.25390974087701196,0.21647035612846335,-0.000261633099367262
1669052109563397884,-0.2691114023319649,0.21609973426392584,-0.00026128324551656114
1669052109625907897,-0.2691113059164593,0.21609650657447993,-0.00025952733951656114
1669052109754415035,-0.27718758724875175,0.2764676407735208,-0.00032756336064202255
1669052109813365936,-0.2771606184305318,0.27647704814786883,-0.00032999660164202254
1669052109938433885,-0.27936756831499304,0.30431621939078013,-0.00021454144617367478
1669052110001077890,-0.27705177598934194,0.30447417681652583,-0.00013274748617367479
1669052110063400983,-0.27361087554434677,0.304545946068357,-0.00010900788617367479
1669052110125874042,-0.27401619744374556,0.31786536466243365,0.0023176677835476433
1669052110254534006,-0.2729583010118437,0.3176515475295421,0.0021100721835476434
